,,Proxy depth,Published Proxy,Published age,Published Temperature,Marine09 age,Age model error,,,14C depth,14C age,14C error,忖R,忖R error,Marine09 age,,,,,
,,125.50,0.6161,3749.81,16.97,3512.52,237.03,,,342.5,8530,10,-,-,9464,9531,Rotoma tephra,Calibrated with Calib 6.0; Shcal04.14c used,,
,,127.50,0.6059,3806.56,16.67,3572.48,246.94,,,408.5,9810,50,-,-,10879,11262,Poronui tephra,Calibrated with Calib 6.0; Shcal04.14c used,,
,,131.50,0.5959,3920.06,16.38,3692.43,263.34,,,420.5,10818,70,-,-,12036,12554,G. inflata,Calibrated with Calib 6.0,,
,,154.50,0.6060,4572.69,16.68,4382.57,293.06,,,480.5,12265,96,-,-,13445,13914,G. inflata,Calibrated with Calib 6.0,,
,,155.50,0.6226,4601.06,17.17,4412.59,292.21,,,510.5,11850,60,-,-,13475,13846,Waiohau tephra,Calibrated with Calib 6.0; intcal09.14c; ,,
,,159.50,0.6403,4714.56,17.69,4532.68,286.98,,,514.5,12664,60,-,-,13897,14836,forams,Calibrated with Calib 6.0,,
,,163.50,0.6316,4828.06,17.43,4652.79,278.76,,,514.5,13448,65,-,-,15175,16385,forams,Calibrated with Calib 6.0,,
,,167.50,0.6270,4941.56,17.30,4772.92,267.26,,,670.5,14700,110,-,-,17508,18493,Rerewhakaaitu tephra,Calibrated with Calib 6.0; intcal09.14c;,,
,,171.50,0.6292,5055.06,17.36,4893.08,252.03,,,748.5,17550,110,-,-,19963,20992,forams,Calibrated with Calib 6.0,,
,,175.50,0.6321,5168.56,17.44,5013.27,232.34,,,748.5,18060,150,-,-,20496,21452,forams,Calibrated with Calib 6.0,,
,,179.50,0.6307,5282.06,17.40,5133.49,206.92,,,872.5,19920,100,-,-,22677,23694,forams,Calibrated with Calib 6.0,,
,,183.50,0.6266,5395.56,17.28,5253.77,173.28,,,983.5,22590,230,-,-,26348,27997,Kawakawa tephra,Calibrated with Calib 6.0; intcal09.14c; ,,
,,187.50,0.6279,5509.06,17.32,5374.16,124.89,,,984.5,22450,130,-,-,26013,26938,forams,Calibrated with Calib 6.0,,
,,191.50,0.6303,5622.50,17.39,5512.80,90.26,,,984.5,24200,140,-,-,28086,29143,forams,Calibrated with Calib 6.0,,
,,195.50,0.6297,5735.83,17.37,5705.25,91.28,,,1041.5,24050,130,-,-,27972,28734,forams,Calibrated with Calib 6.0,,
,,199.50,0.6335,5807.70,17.48,5802.13,102.89,,,1126.5,26250,150,-,-,30333,30982,forams,Calibrated with Calib 6.0,,
,,205.50,0.6358,5906.62,17.55,5900.21,147.35,,,1154.5,28250,170,-,-,31475,32632,forams,Calibrated with Calib 6.0,,
,,209.50,0.6356,5972.57,17.55,5965.73,167.00,,,1234.5,31090,250,-,-,34680,36241,forams,Calibrated with Calib 6.0,,
,,213.50,0.6389,6038.51,17.64,6031.29,181.94,,,1309.5,33590,550,-,-,36595,39019,forams,Calibrated with Calib 6.0,,
,,217.50,0.6406,6104.46,17.70,6096.89,193.29,,,1353.5,31890,350,-,-,35119,36606,forams,Calibrated with Calib 6.0; ,,
,,221.50,0.6138,6170.41,16.90,6162.51,201.68,,,,,,,,,,,,,
,,223.50,0.5925,6203.38,16.28,6195.34,204.88,,,1439.5,38710,410,-,-,,,forams,Calibrated with Calib 6.0,Not used,
,,225.50,0.6390,6236.35,17.65,6228.17,207.47,,,,,,,,,,,,,
,,229.50,0.6386,6302.30,17.64,6293.84,210.90,,,,,,,,,,,,,
,,233.50,0.6437,6368.24,17.78,6359.54,212.10,,,,,,,,,,,,,
,,237.50,0.6410,6434.19,17.71,6425.26,211.11,,,,,,,,,,,,,
,,241.50,0.6441,6500.14,17.80,6491.00,207.92,,,,,,,,,,,,,
,,245.50,0.6465,6566.08,17.87,6556.76,202.43,,,,,,,,,,,,,
,,249.50,0.6531,6632.03,18.06,6622.55,194.47,,,,,,,,,,,,,
,,253.50,0.6384,6697.97,17.63,6688.36,183.76,,,,,,,,,,,,,
,,257.50,0.6514,6763.92,18.01,6754.22,169.80,,,,,,,,,,,,,
,,261.50,0.6505,6829.86,17.99,6820.12,151.78,,,,,,,,,,,,,
,,265.50,0.6445,6895.81,17.81,6886.10,128.19,,,,,,,,,,,,,
,,269.50,0.6505,6961.76,17.98,6952.32,96.04,,,,,,,,,,,,,
,,271.50,0.6388,7040.50,17.64,7014.80,112.25,,,,,,,,,,,,,
,,273.50,0.6431,7134.50,17.77,7106.65,151.73,,,,,,,,,,,,,
,,275.50,0.6382,7228.50,17.62,7198.61,180.11,,,,,,,,,,,,,
,,277.50,0.6432,7322.50,17.77,7290.63,201.85,,,,,,,,,,,,,
,,279.50,0.6488,7416.50,17.93,7382.68,218.86,,,,,,,,,,,,,
,,281.50,0.6407,7510.50,17.70,7474.75,232.14,,,,,,,,,,,,,
,,283.50,0.6302,7604.50,17.39,7566.85,242.31,,,,,,,,,,,,,
,,285.50,0.6322,7698.50,17.45,7658.96,249.71,,,,,,,,,,,,,
,,287.50,0.6535,7792.50,18.07,7751.09,254.60,,,,,,,,,,,,,
,,289.50,0.6394,7886.50,17.66,7843.23,257.09,,,,,,,,,,,,,
,,291.50,0.6353,7980.50,17.54,7935.39,257.26,,,,,,,,,,,,,
,,293.50,0.6491,8074.50,17.94,8027.56,255.12,,,,,,,,,,,,,
,,295.50,0.6440,8168.50,17.79,8119.74,250.59,,,,,,,,,,,,,
,,297.50,0.6403,8262.50,17.68,8211.94,243.54,,,,,,,,,,,,,
,,299.50,0.6400,8356.50,17.68,8304.16,233.75,,,,,,,,,,,,,
,,301.50,0.6531,8450.50,18.06,8396.40,220.85,,,,,,,,,,,,,
,,303.50,0.6535,8544.50,18.07,8488.66,204.27,,,,,,,,,,,,,
,,307.50,0.6527,8732.50,18.05,8673.31,155.19,,,,,,,,,,,,,
,,309.50,0.6555,8826.50,18.13,8765.78,116.40,,,,,,,,,,,,,
,,311.50,0.6522,8881.41,18.04,8833.50,101.95,,,,,,,,,,,,,
,,313.50,0.6537,8923.28,18.08,8876.17,120.57,,,,,,,,,,,,,
,,315.50,0.6547,8965.16,18.11,8918.90,134.52,,,,,,,,,,,,,
,,317.50,0.6614,9007.03,18.31,8961.66,144.95,,,,,,,,,,,,,
,,319.50,0.6590,9048.91,18.24,9004.43,152.55,,,,,,,,,,,,,
,,321.50,0.6551,9090.78,18.12,9047.22,157.69,,,,,,,,,,,,,
,,323.50,0.6519,9132.66,18.03,9090.01,160.58,,,,,,,,,,,,,
,,325.50,0.6472,9174.53,17.89,9132.82,161.34,,,,,,,,,,,,,
,,331.50,0.6360,9300.16,17.56,9261.29,150.55,,,,,,,,,,,,,
,,333.50,0.6314,9342.03,17.42,9304.13,142.01,,,,,,,,,,,,,
,,335.50,0.6439,9383.91,17.79,9346.98,130.29,,,,,,,,,,,,,
,,337.50,0.6455,9425.78,17.84,9389.85,114.38,,,,,,,,,,,,,
,,343.50,0.6323,9557.95,17.45,9520.71,58.46,,,,,,,,,,,,,
,,345.50,0.6292,9608.56,17.36,9568.07,99.29,,,,,,,,,,,,,
,,351.50,0.6246,9760.38,17.22,9710.67,162.35,,,,,,,,,,,,,
,,353.50,0.6319,9810.98,17.44,9758.26,176.20,,,,,,,,,,,,,
,,355.50,0.6266,9861.59,17.28,9805.87,188.00,,,,,,,,,,,,,
,,357.50,0.6242,9912.20,17.21,9853.49,198.10,,,,,,,,,,,,,
,,359.50,0.6342,9962.80,17.51,9901.12,206.76,,,,,,,,,,,,,
,,361.50,0.6340,10013.40,17.50,9948.76,214.16,,,,,,,,,,,,,
,,363.50,0.6335,10064.00,17.48,9996.42,220.43,,,,,,,,,,,,,
,,365.50,0.6336,10114.60,17.49,10044.08,225.66,,,,,,,,,,,,,
,,367.50,0.6228,10165.20,17.17,10091.74,229.93,,,,,,,,,,,,,
,,369.50,0.6480,10215.80,17.91,10139.42,233.29,,,,,,,,,,,,,
,,371.50,0.6248,10266.40,17.23,10187.10,235.78,,,,,,,,,,,,,
,,373.50,0.6259,10317.00,17.26,10234.79,237.43,,,,,,,,,,,,,
,,375.50,0.6200,10367.70,17.09,10282.49,238.26,,,,,,,,,,,,,
,,377.50,0.6264,10418.30,17.28,10330.19,238.28,,,,,,,,,,,,,
,,379.50,0.6212,10468.90,17.12,10377.90,237.49,,,,,,,,,,,,,
,,381.50,0.6210,10519.50,17.12,10425.62,235.89,,,,,,,,,,,,,
,,383.50,0.6178,10570.10,17.02,10473.35,233.46,,,,,,,,,,,,,
,,385.50,0.6144,10620.70,16.92,10521.08,230.17,,,,,,,,,,,,,
,,393.50,0.6101,10823.10,16.80,10712.09,207.59,,,,,,,,,,,,,
,,397.50,0.6261,10924.30,17.27,10807.67,189.47,,,,,,,,,,,,,
,,399.50,0.6186,10974.90,17.05,10855.48,178.19,,,,,,,,,,,,,
,,401.50,0.6054,11025.50,16.66,10903.31,165.05,,,,,,,,,,,,,
,,405.50,0.5943,11126.70,16.33,10999.08,131.14,,,,,,,,,,,,,
,,409.50,0.5877,11317.50,16.14,11172.45,139.16,,,,,,,,,,,,,
,,413.50,0.5871,11657.50,16.12,11578.59,213.75,,,,,,,,,,,,,
,,417.50,0.5796,11997.50,15.90,11985.41,200.73,,,,,,,,,,,,,
,,421.50,0.5884,12250.30,16.16,12405.85,195.96,,,,,,,,,,,,,
,,425.50,0.5778,12357.60,15.85,12826.71,333.44,,,,,,,,,,,,,
,,429.50,0.5801,12464.90,15.91,13241.20,438.03,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
