,,,Published Proxy,Published age,Published Temperature,Age model error,,,,,,,,,,,,,,,
,,,0.69,790.0000,0.69,15.80,,,,,,,,,,,,,,,
,,,0.49,810.0000,0.49,16.20,,,,,,,,,,,,,,,
,,,0.98,830.0000,0.98,16.60,,,,,,,,,,,,,,,
,,,-0.52,850.0000,-0.52,17.00,,,,,,,,,,,,,,,
,,,-0.32,870.0000,-0.32,17.40,,,,,,,,,,,,,,,
,,,-0.33,890.0000,-0.33,17.80,,,,,,,,,,,,,,,
,,,-0.01,910.0000,-0.01,18.20,,,,,,,,,,,,,,,
,,,0.48,930.0000,0.48,18.60,,,,,,,,,,,,,,,
,,,-0.25,950.0000,-0.25,19.00,,,,,,,,,,,,,,,
,,,0.47,970.0000,0.47,19.40,,,,,,,,,,,,,,,
,,,1.03,990.0000,1.03,19.80,,,,,,,,,,,,,,,
,,,0.59,1010.0000,0.59,20.20,,,,,,,,,,,,,,,
,,,0.93,1030.0000,0.93,20.60,,,,,,,,,,,,,,,
,,,0.00,1050.0000,0.00,21.00,,,,,,,,,,,,,,,
,,,0.66,1070.0000,0.66,21.40,,,,,,,,,,,,,,,
,,,1.40,1090.0000,1.40,21.80,,,,,,,,,,,,,,,
,,,1.24,1110.0000,1.24,22.20,,,,,,,,,,,,,,,
,,,0.35,1130.0000,0.35,22.60,,,,,,,,,,,,,,,
,,,0.81,1150.0000,0.81,23.00,,,,,,,,,,,,,,,
,,,-0.03,1170.0000,-0.03,23.40,,,,,,,,,,,,,,,
,,,0.04,1190.0000,0.04,23.80,,,,,,,,,,,,,,,
,,,1.46,1210.0000,1.46,24.20,,,,,,,,,,,,,,,
,,,0.18,1230.0000,0.18,24.60,,,,,,,,,,,,,,,
,,,0.38,1250.0000,0.38,25.00,,,,,,,,,,,,,,,
,,,0.78,1270.0000,0.78,25.40,,,,,,,,,,,,,,,
,,,0.82,1290.0000,0.82,25.80,,,,,,,,,,,,,,,
,,,0.29,1310.0000,0.29,26.20,,,,,,,,,,,,,,,
,,,-0.14,1330.0000,-0.14,26.60,,,,,,,,,,,,,,,
,,,0.21,1350.0000,0.21,27.00,,,,,,,,,,,,,,,
,,,0.41,1370.0000,0.41,27.40,,,,,,,,,,,,,,,
,,,0.08,1390.0000,0.08,27.80,,,,,,,,,,,,,,,
,,,0.45,1410.0000,0.45,28.20,,,,,,,,,,,,,,,
,,,0.51,1430.0000,0.51,28.60,,,,,,,,,,,,,,,
,,,0.36,1450.0000,0.36,29.00,,,,,,,,,,,,,,,
,,,0.73,1470.0000,0.73,29.40,,,,,,,,,,,,,,,
,,,-0.14,1490.0000,-0.14,29.80,,,,,,,,,,,,,,,
,,,0.72,1510.0000,0.72,30.20,,,,,,,,,,,,,,,
,,,1.27,1530.0000,1.27,30.60,,,,,,,,,,,,,,,
,,,1.67,1550.0000,1.67,31.00,,,,,,,,,,,,,,,
,,,1.02,1570.0000,1.02,31.40,,,,,,,,,,,,,,,
,,,0.78,1590.0000,0.78,31.80,,,,,,,,,,,,,,,
,,,0.85,1610.0000,0.85,32.20,,,,,,,,,,,,,,,
,,,0.83,1630.0000,0.83,32.60,,,,,,,,,,,,,,,
,,,1.19,1650.0000,1.19,33.00,,,,,,,,,,,,,,,
,,,0.32,1670.0000,0.32,33.40,,,,,,,,,,,,,,,
,,,0.82,1690.0000,0.82,33.80,,,,,,,,,,,,,,,
,,,0.67,1710.0000,0.67,34.20,,,,,,,,,,,,,,,
,,,0.55,1730.0000,0.55,34.60,,,,,,,,,,,,,,,
,,,0.33,1750.0000,0.33,35.00,,,,,,,,,,,,,,,
,,,0.49,1770.0000,0.49,35.40,,,,,,,,,,,,,,,
,,,0.70,1790.0000,0.70,35.80,,,,,,,,,,,,,,,
,,,0.59,1810.0000,0.59,36.20,,,,,,,,,,,,,,,
,,,0.93,1830.0000,0.93,36.60,,,,,,,,,,,,,,,
,,,0.55,1850.0000,0.55,37.00,,,,,,,,,,,,,,,
,,,0.48,1870.0000,0.48,37.40,,,,,,,,,,,,,,,
,,,0.66,1890.0000,0.66,37.80,,,,,,,,,,,,,,,
,,,0.14,1910.0000,0.14,38.20,,,,,,,,,,,,,,,
,,,-0.37,1930.0000,-0.37,38.60,,,,,,,,,,,,,,,
,,,0.09,1950.0000,0.09,39.00,,,,,,,,,,,,,,,
,,,0.75,1970.0000,0.75,39.40,,,,,,,,,,,,,,,
,,,2.18,1990.0000,2.18,39.80,,,,,,,,,,,,,,,
,,,1.03,2010.0000,1.03,40.20,,,,,,,,,,,,,,,
,,,0.80,2030.0000,0.80,40.60,,,,,,,,,,,,,,,
,,,1.15,2050.0000,1.15,41.00,,,,,,,,,,,,,,,
,,,0.74,2070.0000,0.74,41.40,,,,,,,,,,,,,,,
,,,0.42,2090.0000,0.42,41.80,,,,,,,,,,,,,,,
,,,1.09,2110.0000,1.09,42.20,,,,,,,,,,,,,,,
,,,0.94,2130.0000,0.94,42.60,,,,,,,,,,,,,,,
,,,0.05,2150.0000,0.05,43.00,,,,,,,,,,,,,,,
,,,0.17,2170.0000,0.17,43.40,,,,,,,,,,,,,,,
,,,0.08,2190.0000,0.08,43.80,,,,,,,,,,,,,,,
,,,0.35,2210.0000,0.35,44.20,,,,,,,,,,,,,,,
,,,0.04,2230.0000,0.04,44.60,,,,,,,,,,,,,,,
,,,0.30,2250.0000,0.30,45.00,,,,,,,,,,,,,,,
,,,0.10,2270.0000,0.10,45.40,,,,,,,,,,,,,,,
,,,-0.06,2290.0000,-0.06,45.80,,,,,,,,,,,,,,,
,,,1.14,2310.0000,1.14,46.20,,,,,,,,,,,,,,,
,,,0.81,2330.0000,0.81,46.60,,,,,,,,,,,,,,,
,,,1.29,2350.0000,1.29,47.00,,,,,,,,,,,,,,,
,,,0.72,2370.0000,0.72,47.40,,,,,,,,,,,,,,,
,,,1.50,2390.0000,1.50,47.80,,,,,,,,,,,,,,,
,,,0.96,2410.0000,0.96,48.20,,,,,,,,,,,,,,,
,,,0.98,2430.0000,0.98,48.60,,,,,,,,,,,,,,,
,,,0.06,2450.0000,0.06,49.00,,,,,,,,,,,,,,,
,,,0.69,2470.0000,0.69,49.40,,,,,,,,,,,,,,,
,,,1.61,2490.0000,1.61,49.80,,,,,,,,,,,,,,,
,,,1.37,2510.0000,1.37,50.20,,,,,,,,,,,,,,,
,,,1.32,2530.0000,1.32,50.60,,,,,,,,,,,,,,,
,,,1.34,2550.0000,1.34,51.00,,,,,,,,,,,,,,,
,,,0.61,2570.0000,0.61,51.40,,,,,,,,,,,,,,,
,,,-0.37,2590.0000,-0.37,51.80,,,,,,,,,,,,,,,
,,,0.95,2610.0000,0.95,52.20,,,,,,,,,,,,,,,
,,,0.24,2630.0000,0.24,52.60,,,,,,,,,,,,,,,
,,,0.71,2650.0000,0.71,53.00,,,,,,,,,,,,,,,
,,,0.20,2670.0000,0.20,53.40,,,,,,,,,,,,,,,
,,,0.46,2690.0000,0.46,53.80,,,,,,,,,,,,,,,
,,,1.68,2710.0000,1.68,54.20,,,,,,,,,,,,,,,
,,,1.65,2730.0000,1.65,54.60,,,,,,,,,,,,,,,
,,,0.81,2750.0000,0.81,55.00,,,,,,,,,,,,,,,
,,,0.54,2770.0000,0.54,55.40,,,,,,,,,,,,,,,
,,,0.82,2790.0000,0.82,55.80,,,,,,,,,,,,,,,
,,,0.75,2810.0000,0.75,56.20,,,,,,,,,,,,,,,
,,,1.07,2830.0000,1.07,56.60,,,,,,,,,,,,,,,
,,,1.24,2850.0000,1.24,57.00,,,,,,,,,,,,,,,
,,,1.45,2870.0000,1.45,57.40,,,,,,,,,,,,,,,
,,,1.18,2890.0000,1.18,57.80,,,,,,,,,,,,,,,
,,,0.63,2910.0000,0.63,58.20,,,,,,,,,,,,,,,
,,,2.75,2930.0000,2.75,58.60,,,,,,,,,,,,,,,
,,,0.98,2950.0000,0.98,59.00,,,,,,,,,,,,,,,
,,,1.33,2970.0000,1.33,59.40,,,,,,,,,,,,,,,
,,,2.09,2990.0000,2.09,59.80,,,,,,,,,,,,,,,
,,,0.54,3010.0000,0.54,60.20,,,,,,,,,,,,,,,
,,,1.79,3030.0000,1.79,60.60,,,,,,,,,,,,,,,
,,,0.83,3050.0000,0.83,61.00,,,,,,,,,,,,,,,
,,,0.84,3070.0000,0.84,61.40,,,,,,,,,,,,,,,
,,,0.78,3090.0000,0.78,61.80,,,,,,,,,,,,,,,
,,,1.14,3110.0000,1.14,62.20,,,,,,,,,,,,,,,
,,,1.83,3130.0000,1.83,62.60,,,,,,,,,,,,,,,
,,,1.96,3150.0000,1.96,63.00,,,,,,,,,,,,,,,
,,,1.45,3170.0000,1.45,63.40,,,,,,,,,,,,,,,
,,,1.51,3190.0000,1.51,63.80,,,,,,,,,,,,,,,
,,,1.10,3210.0000,1.10,64.20,,,,,,,,,,,,,,,
,,,1.45,3230.0000,1.45,64.60,,,,,,,,,,,,,,,
,,,1.78,3250.0000,1.78,65.00,,,,,,,,,,,,,,,
,,,1.08,3270.0000,1.08,65.40,,,,,,,,,,,,,,,
,,,1.33,3290.0000,1.33,65.80,,,,,,,,,,,,,,,
,,,0.89,3310.0000,0.89,66.20,,,,,,,,,,,,,,,
,,,1.34,3330.0000,1.34,66.60,,,,,,,,,,,,,,,
,,,0.41,3350.0000,0.41,67.00,,,,,,,,,,,,,,,
,,,1.57,3370.0000,1.57,67.40,,,,,,,,,,,,,,,
,,,1.07,3390.0000,1.07,67.80,,,,,,,,,,,,,,,
,,,1.73,3410.0000,1.73,68.20,,,,,,,,,,,,,,,
,,,1.84,3430.0000,1.84,68.60,,,,,,,,,,,,,,,
,,,1.20,3450.0000,1.20,69.00,,,,,,,,,,,,,,,
,,,1.25,3470.0000,1.25,69.40,,,,,,,,,,,,,,,
,,,1.28,3490.0000,1.28,69.80,,,,,,,,,,,,,,,
,,,1.11,3510.0000,1.11,70.20,,,,,,,,,,,,,,,
,,,1.33,3530.0000,1.33,70.60,,,,,,,,,,,,,,,
,,,1.30,3550.0000,1.30,71.00,,,,,,,,,,,,,,,
,,,0.66,3570.0000,0.66,71.40,,,,,,,,,,,,,,,
,,,0.90,3590.0000,0.90,71.80,,,,,,,,,,,,,,,
,,,1.40,3610.0000,1.40,72.20,,,,,,,,,,,,,,,
,,,1.67,3630.0000,1.67,72.60,,,,,,,,,,,,,,,
,,,1.80,3650.0000,1.80,73.00,,,,,,,,,,,,,,,
,,,1.55,3670.0000,1.55,73.40,,,,,,,,,,,,,,,
,,,1.86,3690.0000,1.86,73.80,,,,,,,,,,,,,,,
,,,1.34,3710.0000,1.34,74.20,,,,,,,,,,,,,,,
,,,0.87,3730.0000,0.87,74.60,,,,,,,,,,,,,,,
,,,1.05,3750.0000,1.05,75.00,,,,,,,,,,,,,,,
,,,1.65,3770.0000,1.65,75.40,,,,,,,,,,,,,,,
,,,0.39,3790.0000,0.39,75.80,,,,,,,,,,,,,,,
,,,0.79,3810.0000,0.79,76.20,,,,,,,,,,,,,,,
,,,0.99,3830.0000,0.99,76.60,,,,,,,,,,,,,,,
,,,1.75,3850.0000,1.75,77.00,,,,,,,,,,,,,,,
,,,1.76,3870.0000,1.76,77.40,,,,,,,,,,,,,,,
,,,1.65,3890.0000,1.65,77.80,,,,,,,,,,,,,,,
,,,1.58,3910.0000,1.58,78.20,,,,,,,,,,,,,,,
,,,1.55,3930.0000,1.55,78.60,,,,,,,,,,,,,,,
,,,1.52,3950.0000,1.52,79.00,,,,,,,,,,,,,,,
,,,1.19,3970.0000,1.19,79.40,,,,,,,,,,,,,,,
,,,1.19,3990.0000,1.19,79.80,,,,,,,,,,,,,,,
,,,1.28,4010.0000,1.28,80.20,,,,,,,,,,,,,,,
,,,1.89,4030.0000,1.89,80.60,,,,,,,,,,,,,,,
,,,2.07,4050.0000,2.07,81.00,,,,,,,,,,,,,,,
,,,1.46,4070.0000,1.46,81.40,,,,,,,,,,,,,,,
,,,1.34,4090.0000,1.34,81.80,,,,,,,,,,,,,,,
,,,1.36,4110.0000,1.36,82.20,,,,,,,,,,,,,,,
,,,2.40,4130.0000,2.40,82.60,,,,,,,,,,,,,,,
,,,2.81,4150.0000,2.81,83.00,,,,,,,,,,,,,,,
,,,2.20,4170.0000,2.20,83.40,,,,,,,,,,,,,,,
,,,1.52,4190.0000,1.52,83.80,,,,,,,,,,,,,,,
,,,2.07,4210.0000,2.07,84.20,,,,,,,,,,,,,,,
,,,1.06,4230.0000,1.06,84.60,,,,,,,,,,,,,,,
,,,0.78,4250.0000,0.78,85.00,,,,,,,,,,,,,,,
,,,1.00,4270.0000,1.00,85.40,,,,,,,,,,,,,,,
,,,0.37,4290.0000,0.37,85.80,,,,,,,,,,,,,,,
,,,1.10,4310.0000,1.10,86.20,,,,,,,,,,,,,,,
,,,1.30,4330.0000,1.30,86.60,,,,,,,,,,,,,,,
,,,1.32,4350.0000,1.32,87.00,,,,,,,,,,,,,,,
,,,1.81,4370.0000,1.81,87.40,,,,,,,,,,,,,,,
,,,1.85,4390.0000,1.85,87.80,,,,,,,,,,,,,,,
,,,1.62,4410.0000,1.62,88.20,,,,,,,,,,,,,,,
,,,1.82,4430.0000,1.82,88.60,,,,,,,,,,,,,,,
,,,1.73,4450.0000,1.73,89.00,,,,,,,,,,,,,,,
,,,1.18,4470.0000,1.18,89.40,,,,,,,,,,,,,,,
,,,2.02,4490.0000,2.02,89.80,,,,,,,,,,,,,,,
,,,0.78,4510.0000,0.78,90.20,,,,,,,,,,,,,,,
,,,1.48,4530.0000,1.48,90.60,,,,,,,,,,,,,,,
,,,2.25,4550.0000,2.25,91.00,,,,,,,,,,,,,,,
,,,2.02,4570.0000,2.02,91.40,,,,,,,,,,,,,,,
,,,1.66,4590.0000,1.66,91.80,,,,,,,,,,,,,,,
,,,1.67,4610.0000,1.67,92.20,,,,,,,,,,,,,,,
,,,1.60,4630.0000,1.60,92.60,,,,,,,,,,,,,,,
,,,1.73,4650.0000,1.73,93.00,,,,,,,,,,,,,,,
,,,1.55,4670.0000,1.55,93.40,,,,,,,,,,,,,,,
,,,2.25,4690.0000,2.25,93.80,,,,,,,,,,,,,,,
,,,2.36,4710.0000,2.36,94.20,,,,,,,,,,,,,,,
,,,1.48,4730.0000,1.48,94.60,,,,,,,,,,,,,,,
,,,1.53,4750.0000,1.53,95.00,,,,,,,,,,,,,,,
,,,1.66,4770.0000,1.66,95.40,,,,,,,,,,,,,,,
,,,1.61,4790.0000,1.61,95.80,,,,,,,,,,,,,,,
,,,1.68,4810.0000,1.68,96.20,,,,,,,,,,,,,,,
,,,1.26,4830.0000,1.26,96.60,,,,,,,,,,,,,,,
,,,1.54,4850.0000,1.54,97.00,,,,,,,,,,,,,,,
,,,1.54,4870.0000,1.54,97.40,,,,,,,,,,,,,,,
,,,2.56,4890.0000,2.56,97.80,,,,,,,,,,,,,,,
,,,2.56,4910.0000,2.56,98.20,,,,,,,,,,,,,,,
,,,1.89,4930.0000,1.89,98.60,,,,,,,,,,,,,,,
,,,2.72,4950.0000,2.72,99.00,,,,,,,,,,,,,,,
,,,2.08,4970.0000,2.08,99.40,,,,,,,,,,,,,,,
,,,1.81,4990.0000,1.81,99.80,,,,,,,,,,,,,,,
,,,1.88,5010.0000,1.88,100.20,,,,,,,,,,,,,,,
,,,1.66,5030.0000,1.66,100.60,,,,,,,,,,,,,,,
,,,2.98,5050.0000,2.98,101.00,,,,,,,,,,,,,,,
,,,1.55,5070.0000,1.55,101.40,,,,,,,,,,,,,,,
,,,1.67,5090.0000,1.67,101.80,,,,,,,,,,,,,,,
,,,1.86,5110.0000,1.86,102.20,,,,,,,,,,,,,,,
,,,2.17,5130.0000,2.17,102.60,,,,,,,,,,,,,,,
,,,2.64,5150.0000,2.64,103.00,,,,,,,,,,,,,,,
,,,1.38,5170.0000,1.38,103.40,,,,,,,,,,,,,,,
,,,1.96,5190.0000,1.96,103.80,,,,,,,,,,,,,,,
,,,1.84,5210.0000,1.84,104.20,,,,,,,,,,,,,,,
,,,1.78,5230.0000,1.78,104.60,,,,,,,,,,,,,,,
,,,1.77,5250.0000,1.77,105.00,,,,,,,,,,,,,,,
,,,2.51,5270.0000,2.51,105.40,,,,,,,,,,,,,,,
,,,2.88,5290.0000,2.88,105.80,,,,,,,,,,,,,,,
,,,2.72,5310.0000,2.72,106.20,,,,,,,,,,,,,,,
,,,1.89,5330.0000,1.89,106.60,,,,,,,,,,,,,,,
,,,1.66,5350.0000,1.66,107.00,,,,,,,,,,,,,,,
,,,1.80,5370.0000,1.80,107.40,,,,,,,,,,,,,,,
,,,1.62,5390.0000,1.62,107.80,,,,,,,,,,,,,,,
,,,2.09,5410.0000,2.09,108.20,,,,,,,,,,,,,,,
,,,1.55,5430.0000,1.55,108.60,,,,,,,,,,,,,,,
,,,1.77,5450.0000,1.77,109.00,,,,,,,,,,,,,,,
,,,2.09,5470.0000,2.09,109.40,,,,,,,,,,,,,,,
,,,2.02,5490.0000,2.02,109.80,,,,,,,,,,,,,,,
,,,2.65,5510.0000,2.65,110.20,,,,,,,,,,,,,,,
,,,1.97,5530.0000,1.97,110.60,,,,,,,,,,,,,,,
,,,1.68,5550.0000,1.68,111.00,,,,,,,,,,,,,,,
,,,1.41,5570.0000,1.41,111.40,,,,,,,,,,,,,,,
,,,2.06,5590.0000,2.06,111.80,,,,,,,,,,,,,,,
,,,2.19,5610.0000,2.19,112.20,,,,,,,,,,,,,,,
,,,1.90,5630.0000,1.90,112.60,,,,,,,,,,,,,,,
,,,2.50,5650.0000,2.50,113.00,,,,,,,,,,,,,,,
,,,1.99,5670.0000,1.99,113.40,,,,,,,,,,,,,,,
,,,2.02,5690.0000,2.02,113.80,,,,,,,,,,,,,,,
,,,2.10,5710.0000,2.10,114.20,,,,,,,,,,,,,,,
,,,2.66,5730.0000,2.66,114.60,,,,,,,,,,,,,,,
,,,2.13,5750.0000,2.13,115.00,,,,,,,,,,,,,,,
,,,2.65,5770.0000,2.65,115.40,,,,,,,,,,,,,,,
,,,2.03,5790.0000,2.03,115.80,,,,,,,,,,,,,,,
,,,1.87,5810.0000,1.87,116.20,,,,,,,,,,,,,,,
,,,1.61,5830.0000,1.61,116.60,,,,,,,,,,,,,,,
,,,2.50,5850.0000,2.50,117.00,,,,,,,,,,,,,,,
,,,2.29,5870.0000,2.29,117.40,,,,,,,,,,,,,,,
,,,1.55,5890.0000,1.55,117.80,,,,,,,,,,,,,,,
,,,1.92,5910.0000,1.92,118.20,,,,,,,,,,,,,,,
,,,1.84,5930.0000,1.84,118.60,,,,,,,,,,,,,,,
,,,1.53,5950.0000,1.53,119.00,,,,,,,,,,,,,,,
,,,1.40,5970.0000,1.40,119.40,,,,,,,,,,,,,,,
,,,1.83,5990.0000,1.83,119.80,,,,,,,,,,,,,,,
,,,2.31,6010.0000,2.31,120.20,,,,,,,,,,,,,,,
,,,2.57,6030.0000,2.57,120.60,,,,,,,,,,,,,,,
,,,1.76,6050.0000,1.76,121.00,,,,,,,,,,,,,,,
,,,1.99,6070.0000,1.99,121.40,,,,,,,,,,,,,,,
,,,2.04,6090.0000,2.04,121.80,,,,,,,,,,,,,,,
,,,1.92,6110.0000,1.92,122.20,,,,,,,,,,,,,,,
,,,1.52,6130.0000,1.52,122.60,,,,,,,,,,,,,,,
,,,1.64,6150.0000,1.64,123.00,,,,,,,,,,,,,,,
,,,1.18,6170.0000,1.18,123.40,,,,,,,,,,,,,,,
,,,1.63,6190.0000,1.63,123.80,,,,,,,,,,,,,,,
,,,2.25,6210.0000,2.25,124.20,,,,,,,,,,,,,,,
,,,2.27,6230.0000,2.27,124.60,,,,,,,,,,,,,,,
,,,2.45,6250.0000,2.45,125.00,,,,,,,,,,,,,,,
,,,2.31,6270.0000,2.31,125.40,,,,,,,,,,,,,,,
,,,1.80,6290.0000,1.80,125.80,,,,,,,,,,,,,,,
,,,2.26,6310.0000,2.26,126.20,,,,,,,,,,,,,,,
,,,3.28,6330.0000,3.28,126.60,,,,,,,,,,,,,,,
,,,2.72,6350.0000,2.72,127.00,,,,,,,,,,,,,,,
,,,2.22,6370.0000,2.22,127.40,,,,,,,,,,,,,,,
,,,2.53,6390.0000,2.53,127.80,,,,,,,,,,,,,,,
,,,2.07,6410.0000,2.07,128.20,,,,,,,,,,,,,,,
,,,1.75,6430.0000,1.75,128.60,,,,,,,,,,,,,,,
,,,2.67,6450.0000,2.67,129.00,,,,,,,,,,,,,,,
,,,3.36,6470.0000,3.36,129.40,,,,,,,,,,,,,,,
,,,2.67,6490.0000,2.67,129.80,,,,,,,,,,,,,,,
,,,2.22,6510.0000,2.22,130.20,,,,,,,,,,,,,,,
,,,2.31,6530.0000,2.31,130.60,,,,,,,,,,,,,,,
,,,1.80,6550.0000,1.80,131.00,,,,,,,,,,,,,,,
,,,2.17,6570.0000,2.17,131.40,,,,,,,,,,,,,,,
,,,2.29,6590.0000,2.29,131.80,,,,,,,,,,,,,,,
,,,1.80,6610.0000,1.80,132.20,,,,,,,,,,,,,,,
,,,2.04,6630.0000,2.04,132.60,,,,,,,,,,,,,,,
,,,2.49,6650.0000,2.49,133.00,,,,,,,,,,,,,,,
,,,2.54,6670.0000,2.54,133.40,,,,,,,,,,,,,,,
,,,1.96,6690.0000,1.96,133.80,,,,,,,,,,,,,,,
,,,2.00,6710.0000,2.00,134.20,,,,,,,,,,,,,,,
,,,2.66,6730.0000,2.66,134.60,,,,,,,,,,,,,,,
,,,2.90,6750.0000,2.90,135.00,,,,,,,,,,,,,,,
,,,2.36,6770.0000,2.36,135.40,,,,,,,,,,,,,,,
,,,2.50,6790.0000,2.50,135.80,,,,,,,,,,,,,,,
,,,2.22,6810.0000,2.22,136.20,,,,,,,,,,,,,,,
,,,2.38,6830.0000,2.38,136.60,,,,,,,,,,,,,,,
,,,2.48,6850.0000,2.48,137.00,,,,,,,,,,,,,,,
,,,2.78,6870.0000,2.78,137.40,,,,,,,,,,,,,,,
,,,2.68,6890.0000,2.68,137.80,,,,,,,,,,,,,,,
,,,2.45,6910.0000,2.45,138.20,,,,,,,,,,,,,,,
,,,2.50,6930.0000,2.50,138.60,,,,,,,,,,,,,,,
,,,1.92,6950.0000,1.92,139.00,,,,,,,,,,,,,,,
,,,1.68,6970.0000,1.68,139.40,,,,,,,,,,,,,,,
,,,2.27,6990.0000,2.27,139.80,,,,,,,,,,,,,,,
,,,2.67,7010.0000,2.67,140.20,,,,,,,,,,,,,,,
,,,1.98,7030.0000,1.98,140.60,,,,,,,,,,,,,,,
,,,2.67,7050.0000,2.67,141.00,,,,,,,,,,,,,,,
,,,2.18,7070.0000,2.18,141.40,,,,,,,,,,,,,,,
,,,1.67,7090.0000,1.67,141.80,,,,,,,,,,,,,,,
,,,2.39,7110.0000,2.39,142.20,,,,,,,,,,,,,,,
,,,1.93,7130.0000,1.93,142.60,,,,,,,,,,,,,,,
,,,2.17,7150.0000,2.17,143.00,,,,,,,,,,,,,,,
,,,1.91,7170.0000,1.91,143.40,,,,,,,,,,,,,,,
,,,2.67,7190.0000,2.67,143.80,,,,,,,,,,,,,,,
,,,2.48,7210.0000,2.48,144.20,,,,,,,,,,,,,,,
,,,2.43,7230.0000,2.43,144.60,,,,,,,,,,,,,,,
,,,2.42,7250.0000,2.42,145.00,,,,,,,,,,,,,,,
,,,2.27,7270.0000,2.27,145.40,,,,,,,,,,,,,,,
,,,2.06,7290.0000,2.06,145.80,,,,,,,,,,,,,,,
,,,2.78,7310.0000,2.78,146.20,,,,,,,,,,,,,,,
,,,1.84,7330.0000,1.84,146.60,,,,,,,,,,,,,,,
,,,1.85,7350.0000,1.85,147.00,,,,,,,,,,,,,,,
,,,2.84,7370.0000,2.84,147.40,,,,,,,,,,,,,,,
,,,1.79,7390.0000,1.79,147.80,,,,,,,,,,,,,,,
,,,2.20,7410.0000,2.20,148.20,,,,,,,,,,,,,,,
,,,1.72,7430.0000,1.72,148.60,,,,,,,,,,,,,,,
,,,2.66,7450.0000,2.66,149.00,,,,,,,,,,,,,,,
,,,2.84,7470.0000,2.84,149.40,,,,,,,,,,,,,,,
,,,2.44,7490.0000,2.44,149.80,,,,,,,,,,,,,,,
,,,2.14,7510.0000,2.14,150.20,,,,,,,,,,,,,,,
,,,2.35,7530.0000,2.35,150.60,,,,,,,,,,,,,,,
,,,2.33,7550.0000,2.33,151.00,,,,,,,,,,,,,,,
,,,1.71,7570.0000,1.71,151.40,,,,,,,,,,,,,,,
,,,1.59,7590.0000,1.59,151.80,,,,,,,,,,,,,,,
,,,2.56,7610.0000,2.56,152.20,,,,,,,,,,,,,,,
,,,2.84,7630.0000,2.84,152.60,,,,,,,,,,,,,,,
,,,2.48,7650.0000,2.48,153.00,,,,,,,,,,,,,,,
,,,2.88,7670.0000,2.88,153.40,,,,,,,,,,,,,,,
