,,Proxy depth,Published Proxy,Published age,Published Temperature,Age model error,,,,,,,,,,,,,,,
,,36.85,-0.9600,658.2576,-0.9600,13,,,,,,,,,,,,,,,
,,37.40,-0.6100,672.1284,-0.6100,13,,,,,,,,,,,,,,,
,,37.95,-0.6300,686.6511,-0.6300,14,,,,,,,,,,,,,,,
,,38.50,-0.4900,700.6793,-0.4900,14,,,,,,,,,,,,,,,
,,39.05,-0.9600,715.0270,-0.9600,14,,,,,,,,,,,,,,,
,,39.60,-1.4400,729.2777,-1.4400,15,,,,,,,,,,,,,,,
,,40.15,-0.9100,744.2387,-0.9100,15,,,,,,,,,,,,,,,
,,40.70,-0.1000,758.7434,-0.1000,15,,,,,,,,,,,,,,,
,,41.25,-0.1600,772.4075,-0.1600,15,,,,,,,,,,,,,,,
,,41.80,0.3200,785.8362,0.3200,16,,,,,,,,,,,,,,,
,,42.35,0.0300,798.9005,0.0300,16,,,,,,,,,,,,,,,
,,42.90,0.5600,812.3074,0.5600,16,,,,,,,,,,,,,,,
,,43.45,0.9400,824.8107,0.9400,16,,,,,,,,,,,,,,,
,,44.00,1.1700,837.1000,1.1700,17,,,,,,,,,,,,,,,
,,44.55,1.5000,849.3790,1.5000,17,,,,,,,,,,,,,,,
,,45.10,-1.0300,861.9699,-1.0300,17,,,,,,,,,,,,,,,
,,45.65,0.5900,875.3684,0.5900,18,,,,,,,,,,,,,,,
,,46.20,-1.4100,889.0924,-1.4100,18,,,,,,,,,,,,,,,
,,46.75,0.9200,903.1662,0.9200,18,,,,,,,,,,,,,,,
,,47.30,-1.0300,917.3317,-1.0300,18,,,,,,,,,,,,,,,
,,47.85,-0.6700,931.9752,-0.6700,19,,,,,,,,,,,,,,,
,,48.40,-0.5500,946.9819,-0.5500,19,,,,,,,,,,,,,,,
,,48.95,-0.7500,961.2271,-0.7500,19,,,,,,,,,,,,,,,
,,49.50,0.3800,975.7649,0.3800,20,,,,,,,,,,,,,,,
,,50.05,-0.4000,990.1581,-0.4000,20,,,,,,,,,,,,,,,
,,50.60,-0.4400,1004.5400,-0.4400,20,,,,,,,,,,,,,,,
,,51.15,-0.9500,1018.7851,-0.9500,20,,,,,,,,,,,,,,,
,,51.70,0.1400,1032.3815,0.1400,21,,,,,,,,,,,,,,,
,,52.25,0.9900,1046.6646,0.9900,21,,,,,,,,,,,,,,,
,,52.80,0.3600,1060.5891,0.3600,21,,,,,,,,,,,,,,,
,,53.35,-0.7500,1074.7960,-0.7500,21,,,,,,,,,,,,,,,
,,53.90,-0.8000,1089.0769,-0.8000,22,,,,,,,,,,,,,,,
,,54.45,0.7200,1103.7052,0.7200,22,,,,,,,,,,,,,,,
,,55.00,-0.5400,1118.1598,-0.5400,22,,,,,,,,,,,,,,,
,,55.55,1.5500,1132.6519,1.5500,23,,,,,,,,,,,,,,,
,,56.10,-0.9000,1146.7909,-0.9000,23,,,,,,,,,,,,,,,
,,56.65,-0.3400,1160.9225,-0.3400,23,,,,,,,,,,,,,,,
,,57.20,0.9300,1174.3936,0.9300,23,,,,,,,,,,,,,,,
,,57.75,1.0300,1188.1121,1.0300,24,,,,,,,,,,,,,,,
,,58.30,0.8800,1201.4983,0.8800,24,,,,,,,,,,,,,,,
,,58.85,-0.5400,1215.0363,-0.5400,24,,,,,,,,,,,,,,,
,,59.40,0.5800,1229.3221,0.5800,25,,,,,,,,,,,,,,,
,,59.95,0.3700,1243.6039,0.3700,25,,,,,,,,,,,,,,,
,,60.50,0.2700,1258.2224,0.2700,25,,,,,,,,,,,,,,,
,,61.05,-0.1600,1272.5916,-0.1600,25,,,,,,,,,,,,,,,
,,61.60,-0.3000,1286.9796,-0.3000,26,,,,,,,,,,,,,,,
,,62.15,1.2300,1301.7094,1.2300,26,,,,,,,,,,,,,,,
,,62.70,0.2200,1315.8695,0.2200,26,,,,,,,,,,,,,,,
,,63.25,0.8900,1330.4541,0.8900,27,,,,,,,,,,,,,,,
,,63.80,-0.1700,1344.7092,-0.1700,27,,,,,,,,,,,,,,,
,,64.35,1.5500,1358.6217,1.5500,27,,,,,,,,,,,,,,,
,,64.90,0.8900,1372.6157,0.8900,27,,,,,,,,,,,,,,,
,,65.45,-0.1700,1386.6151,-0.1700,28,,,,,,,,,,,,,,,
,,66.00,-0.0200,1400.6207,-0.0200,28,,,,,,,,,,,,,,,
,,66.55,-0.4800,1415.9207,-0.4800,28,,,,,,,,,,,,,,,
,,67.10,-0.7000,1431.9005,-0.7000,29,,,,,,,,,,,,,,,
,,67.65,-0.4500,1447.8903,-0.4500,29,,,,,,,,,,,,,,,
,,68.20,1.0400,1463.2686,1.0400,29,,,,,,,,,,,,,,,
,,68.75,-0.9300,1478.7351,-0.9300,30,,,,,,,,,,,,,,,
,,69.30,-0.3200,1494.2158,-0.3200,30,,,,,,,,,,,,,,,
,,69.85,-0.5400,1509.6785,-0.5400,30,,,,,,,,,,,,,,,
,,70.40,-0.2700,1525.0861,-0.2700,31,,,,,,,,,,,,,,,
,,70.95,0.9000,1540.5120,0.9000,31,,,,,,,,,,,,,,,
,,71.50,-0.9200,1556.3375,-0.9200,31,,,,,,,,,,,,,,,
,,72.05,0.0400,1571.9869,0.0400,31,,,,,,,,,,,,,,,
,,72.60,0.2400,1588.0161,0.2400,32,,,,,,,,,,,,,,,
,,73.15,-1.1500,1604.0825,-1.1500,32,,,,,,,,,,,,,,,
,,73.70,-0.8400,1620.5798,-0.8400,32,,,,,,,,,,,,,,,
,,74.25,0.7300,1637.1066,0.7300,33,,,,,,,,,,,,,,,
,,74.80,-1.2400,1654.0148,-1.2400,33,,,,,,,,,,,,,,,
,,75.35,0.4200,1670.1786,0.4200,33,,,,,,,,,,,,,,,
,,75.90,0.3500,1686.0175,0.3500,34,,,,,,,,,,,,,,,
,,76.45,-0.8100,1702.2534,-0.8100,34,,,,,,,,,,,,,,,
,,77.00,-0.5600,1719.7678,-0.5600,34,,,,,,,,,,,,,,,
,,77.55,-0.1100,1736.9750,-0.1100,35,,,,,,,,,,,,,,,
,,78.10,0.1000,1754.1690,0.1000,35,,,,,,,,,,,,,,,
,,78.65,0.5500,1770.6008,0.5500,35,,,,,,,,,,,,,,,
,,79.20,-1.4100,1787.4019,-1.4100,36,,,,,,,,,,,,,,,
,,79.75,0.2500,1804.2310,0.2500,36,,,,,,,,,,,,,,,
,,80.30,-1.0400,1821.9745,-1.0400,36,,,,,,,,,,,,,,,
,,80.85,-0.9900,1839.3447,-0.9900,37,,,,,,,,,,,,,,,
,,81.40,0.3500,1856.4983,0.3500,37,,,,,,,,,,,,,,,
,,81.95,-1.0600,1872.5665,-1.0600,37,,,,,,,,,,,,,,,
,,82.50,1.7900,1888.9882,1.7900,38,,,,,,,,,,,,,,,
,,83.05,0.0000,1905.4586,0.0000,38,,,,,,,,,,,,,,,
,,83.60,0.0100,1922.0116,0.0100,38,,,,,,,,,,,,,,,
,,84.15,-0.3800,1938.2087,-0.3800,39,,,,,,,,,,,,,,,
,,84.70,0.1800,1955.5140,0.1800,39,,,,,,,,,,,,,,,
,,85.25,-0.3000,1972.7562,-0.3000,39,,,,,,,,,,,,,,,
,,85.80,-0.7300,1990.0026,-0.7300,40,,,,,,,,,,,,,,,
,,86.35,-1.0800,2007.3523,-1.0800,40,,,,,,,,,,,,,,,
,,86.90,-0.0200,2025.2391,-0.0200,41,,,,,,,,,,,,,,,
,,87.45,-0.9200,2043.5110,-0.9200,41,,,,,,,,,,,,,,,
,,88.00,1.6200,2060.9863,1.6200,41,,,,,,,,,,,,,,,
,,88.55,-0.7000,2078.0989,-0.7000,42,,,,,,,,,,,,,,,
,,89.10,-0.7400,2095.2153,-0.7400,42,,,,,,,,,,,,,,,
,,89.65,0.4400,2112.5278,0.4400,42,,,,,,,,,,,,,,,
,,90.20,-0.6400,2129.7493,-0.6400,43,,,,,,,,,,,,,,,
,,90.75,-0.3400,2147.3413,-0.3400,43,,,,,,,,,,,,,,,
,,91.30,-1.0200,2165.3213,-1.0200,43,,,,,,,,,,,,,,,
,,91.85,-0.4800,2183.9954,-0.4800,44,,,,,,,,,,,,,,,
,,92.40,-0.4600,2202.2927,-0.4600,44,,,,,,,,,,,,,,,
,,92.95,0.2000,2219.3938,0.2000,44,,,,,,,,,,,,,,,
,,93.50,0.8600,2236.5647,0.8600,45,,,,,,,,,,,,,,,
,,94.05,0.3000,2253.3892,0.3000,45,,,,,,,,,,,,,,,
,,94.60,-0.3500,2270.8740,-0.3500,45,,,,,,,,,,,,,,,
,,95.15,0.1700,2288.7759,0.1700,46,,,,,,,,,,,,,,,
,,95.70,-2.0500,2306.3242,-2.0500,46,,,,,,,,,,,,,,,
,,96.25,-1.4100,2326.6065,-1.4100,47,,,,,,,,,,,,,,,
,,96.80,-0.6300,2346.9019,-0.6300,47,,,,,,,,,,,,,,,
,,97.35,-0.8300,2366.6248,-0.8300,47,,,,,,,,,,,,,,,
,,97.90,-0.9400,2385.3838,-0.9400,48,,,,,,,,,,,,,,,
,,98.45,-1.9700,2404.5383,-1.9700,48,,,,,,,,,,,,,,,
,,99.00,-0.7800,2423.7998,-0.7800,48,,,,,,,,,,,,,,,
,,99.55,0.0000,2443.0803,0.0000,49,,,,,,,,,,,,,,,
,,100.10,-0.6500,2462.5149,-0.6500,49,,,,,,,,,,,,,,,
,,100.65,-0.6300,2480.8911,-0.6300,50,,,,,,,,,,,,,,,
,,101.20,0.1600,2499.6470,0.1600,50,,,,,,,,,,,,,,,
,,101.75,-0.4500,2517.8018,-0.4500,50,,,,,,,,,,,,,,,
,,102.30,0.9200,2535.1240,0.9200,51,,,,,,,,,,,,,,,
,,102.85,-0.1100,2552.8040,-0.1100,51,,,,,,,,,,,,,,,
,,103.40,0.5100,2570.8389,0.5100,51,,,,,,,,,,,,,,,
,,103.95,-0.7700,2589.0186,-0.7700,52,,,,,,,,,,,,,,,
,,104.50,0.3700,2607.2026,0.3700,52,,,,,,,,,,,,,,,
,,105.05,0.8500,2624.5393,0.8500,52,,,,,,,,,,,,,,,
,,105.60,0.0900,2641.8049,0.0900,53,,,,,,,,,,,,,,,
,,106.15,-0.1900,2659.1033,-0.1900,53,,,,,,,,,,,,,,,
,,106.70,-0.5600,2678.0422,-0.5600,54,,,,,,,,,,,,,,,
,,107.25,-0.2000,2696.6140,-0.2000,54,,,,,,,,,,,,,,,
,,107.80,-0.8800,2714.8503,-0.8800,54,,,,,,,,,,,,,,,
,,108.35,1.2900,2732.7207,1.2900,55,,,,,,,,,,,,,,,
,,108.90,0.8900,2750.2446,0.8900,55,,,,,,,,,,,,,,,
,,109.45,0.8100,2767.4529,0.8100,55,,,,,,,,,,,,,,,
,,110.00,0.9100,2784.2798,0.9100,56,,,,,,,,,,,,,,,
,,110.55,0.0100,2801.4470,0.0100,56,,,,,,,,,,,,,,,
,,111.10,1.3200,2818.3872,1.3200,56,,,,,,,,,,,,,,,
,,111.65,1.1200,2835.1018,1.1200,57,,,,,,,,,,,,,,,
,,112.20,1.1200,2851.8198,1.1200,57,,,,,,,,,,,,,,,
,,112.75,0.0400,2869.8169,0.0400,57,,,,,,,,,,,,,,,
,,113.30,-0.6400,2888.0117,-0.6400,58,,,,,,,,,,,,,,,
,,113.85,-1.0000,2906.2105,-1.0000,58,,,,,,,,,,,,,,,
,,114.40,0.5700,2924.2236,0.5700,58,,,,,,,,,,,,,,,
,,114.95,0.2900,2942.8967,0.2900,59,,,,,,,,,,,,,,,
,,115.50,-0.3400,2961.2144,-0.3400,59,,,,,,,,,,,,,,,
,,116.05,-0.9100,2980.4485,-0.9100,60,,,,,,,,,,,,,,,
,,116.60,-0.0100,2999.6936,-0.0100,60,,,,,,,,,,,,,,,
,,117.15,-0.5100,3018.7148,-0.5100,60,,,,,,,,,,,,,,,
,,117.70,0.1000,3037.3521,0.1000,61,,,,,,,,,,,,,,,
,,118.25,0.1500,3055.9934,0.1500,61,,,,,,,,,,,,,,,
,,118.80,-0.0300,3074.1350,-0.0300,61,,,,,,,,,,,,,,,
,,119.35,0.6300,3092.0361,0.6300,62,,,,,,,,,,,,,,,
,,119.90,0.9500,3110.2920,0.9500,62,,,,,,,,,,,,,,,
,,120.45,1.2700,3128.5083,1.2700,63,,,,,,,,,,,,,,,
,,121.00,-1.4600,3146.7222,-1.4600,63,,,,,,,,,,,,,,,
,,121.55,-0.9100,3165.2764,-0.9100,63,,,,,,,,,,,,,,,
,,122.10,-1.3000,3185.7229,-1.3000,64,,,,,,,,,,,,,,,
,,122.65,0.6200,3206.5664,0.6200,64,,,,,,,,,,,,,,,
,,123.20,-0.8200,3226.7688,-0.8200,65,,,,,,,,,,,,,,,
,,123.75,-1.7600,3246.8628,-1.7600,65,,,,,,,,,,,,,,,
,,124.30,0.4700,3267.2109,0.4700,65,,,,,,,,,,,,,,,
,,124.85,-0.7400,3286.7068,-0.7400,66,,,,,,,,,,,,,,,
,,125.40,-1.0500,3306.5813,-1.0500,66,,,,,,,,,,,,,,,
,,125.95,0.7000,3325.9036,0.7000,67,,,,,,,,,,,,,,,
,,126.50,-0.7100,3345.5029,-0.7100,67,,,,,,,,,,,,,,,
,,127.05,-1.4400,3365.1477,-1.4400,67,,,,,,,,,,,,,,,
,,127.60,-0.0100,3385.1096,-0.0100,68,,,,,,,,,,,,,,,
,,128.15,-0.2800,3405.4587,-0.2800,68,,,,,,,,,,,,,,,
,,128.70,-0.4400,3425.4504,-0.4400,69,,,,,,,,,,,,,,,
,,129.25,-0.1800,3445.1602,-0.1800,69,,,,,,,,,,,,,,,
,,129.80,-0.0200,3464.8733,-0.0200,69,,,,,,,,,,,,,,,
,,130.35,0.4600,3483.7925,0.4600,70,,,,,,,,,,,,,,,
,,130.90,-1.0400,3503.0725,-1.0400,70,,,,,,,,,,,,,,,
,,131.45,1.3500,3522.0510,1.3500,70,,,,,,,,,,,,,,,
,,132.00,0.1500,3540.5623,0.1500,71,,,,,,,,,,,,,,,
,,132.55,-0.2900,3559.0762,-0.2900,71,,,,,,,,,,,,,,,
,,133.10,0.1600,3578.3284,0.1600,72,,,,,,,,,,,,,,,
,,133.65,-0.6700,3598.2947,-0.6700,72,,,,,,,,,,,,,,,
,,134.20,0.9200,3617.7222,0.9200,72,,,,,,,,,,,,,,,
,,134.75,0.7700,3635.7871,0.7700,73,,,,,,,,,,,,,,,
,,135.30,0.1700,3653.8545,0.1700,73,,,,,,,,,,,,,,,
,,135.85,0.6200,3672.0012,0.6200,73,,,,,,,,,,,,,,,
,,136.40,1.0300,3690.6455,1.0300,74,,,,,,,,,,,,,,,
,,136.95,-1.0200,3708.9468,-1.0200,74,,,,,,,,,,,,,,,
,,137.50,1.3600,3727.1001,1.3600,75,,,,,,,,,,,,,,,
,,138.05,1.2600,3745.5015,1.2600,75,,,,,,,,,,,,,,,
,,138.60,-1.5700,3763.5642,-1.5700,75,,,,,,,,,,,,,,,
,,139.15,1.0700,3782.9856,1.0700,76,,,,,,,,,,,,,,,
,,139.70,0.0800,3802.2500,0.0800,76,,,,,,,,,,,,,,,
,,140.25,0.2600,3821.6045,0.2600,76,,,,,,,,,,,,,,,
,,140.80,-0.7000,3841.6211,-0.7000,77,,,,,,,,,,,,,,,
,,141.35,-0.9200,3861.2695,-0.9200,77,,,,,,,,,,,,,,,
,,141.90,0.7200,3880.9475,0.7200,78,,,,,,,,,,,,,,,
,,142.45,-0.1200,3900.4788,-0.1200,78,,,,,,,,,,,,,,,
,,143.00,-0.5200,3919.7236,-0.5200,78,,,,,,,,,,,,,,,
,,143.55,-0.1900,3939.8960,-0.1900,79,,,,,,,,,,,,,,,
,,144.10,-0.4100,3960.0706,-0.4100,79,,,,,,,,,,,,,,,
,,144.65,0.4000,3979.6419,0.4000,80,,,,,,,,,,,,,,,
,,145.20,-0.5600,3999.4168,-0.5600,80,,,,,,,,,,,,,,,
,,145.75,-0.5900,4019.1587,-0.5900,80,,,,,,,,,,,,,,,
,,146.30,0.7800,4037.8606,0.7800,81,,,,,,,,,,,,,,,
,,146.85,0.8100,4056.9170,0.8100,81,,,,,,,,,,,,,,,
,,147.40,-1.1600,4076.0918,-1.1600,82,,,,,,,,,,,,,,,
,,147.95,0.8900,4095.4268,0.8900,82,,,,,,,,,,,,,,,
,,148.50,0.8200,4114.7632,0.8200,82,,,,,,,,,,,,,,,
,,149.05,-0.5900,4134.0073,-0.5900,83,,,,,,,,,,,,,,,
,,149.60,-0.4200,4153.6777,-0.4200,83,,,,,,,,,,,,,,,
,,150.15,0.0600,4173.3154,0.0600,83,,,,,,,,,,,,,,,
,,150.70,0.5000,4192.8384,0.5000,84,,,,,,,,,,,,,,,
,,151.25,-1.5700,4212.3618,-1.5700,84,,,,,,,,,,,,,,,
,,151.80,0.6700,4231.4424,0.6700,85,,,,,,,,,,,,,,,
,,152.35,1.3100,4250.3062,1.3100,85,,,,,,,,,,,,,,,
,,152.90,-0.2000,4269.1704,-0.2000,85,,,,,,,,,,,,,,,
,,153.45,1.3600,4288.0547,1.3600,86,,,,,,,,,,,,,,,
,,154.00,-0.4800,4306.9336,-0.4800,86,,,,,,,,,,,,,,,
,,154.55,-1.0300,4326.3618,-1.0300,87,,,,,,,,,,,,,,,
,,155.10,0.0000,4346.7363,0.0000,87,,,,,,,,,,,,,,,
,,155.65,0.2900,4367.1113,0.2900,87,,,,,,,,,,,,,,,
,,156.20,0.0400,4386.6089,0.0400,88,,,,,,,,,,,,,,,
,,156.75,-0.3200,4406.0064,-0.3200,88,,,,,,,,,,,,,,,
,,157.30,-0.9000,4425.5117,-0.9000,89,,,,,,,,,,,,,,,
,,157.85,0.3500,4445.2510,0.3500,89,,,,,,,,,,,,,,,
,,158.40,1.3300,4464.9907,1.3300,89,,,,,,,,,,,,,,,
,,158.95,-0.3900,4483.7773,-0.3900,90,,,,,,,,,,,,,,,
,,159.50,0.7800,4502.6519,0.7800,90,,,,,,,,,,,,,,,
,,160.05,-0.7000,4521.3940,-0.7000,90,,,,,,,,,,,,,,,
,,160.60,-0.4000,4541.8262,-0.4000,91,,,,,,,,,,,,,,,
,,161.15,-0.8000,4562.2583,-0.8000,91,,,,,,,,,,,,,,,
,,161.70,0.0100,4582.2163,0.0100,92,,,,,,,,,,,,,,,
,,162.25,0.1600,4601.9287,0.1600,92,,,,,,,,,,,,,,,
,,162.80,0.2700,4621.9917,0.2700,92,,,,,,,,,,,,,,,
,,163.35,-0.5600,4641.6069,-0.5600,93,,,,,,,,,,,,,,,
,,163.90,-0.0100,4661.2212,-0.0100,93,,,,,,,,,,,,,,,
,,164.45,-0.1600,4680.9463,-0.1600,94,,,,,,,,,,,,,,,
,,165.00,-0.3800,4701.0996,-0.3800,94,,,,,,,,,,,,,,,
,,165.55,0.9400,4720.8726,0.9400,94,,,,,,,,,,,,,,,
,,166.10,-0.7600,4740.5396,-0.7600,95,,,,,,,,,,,,,,,
,,166.65,-1.2100,4760.2065,-1.2100,95,,,,,,,,,,,,,,,
,,167.20,-0.2800,4780.6758,-0.2800,96,,,,,,,,,,,,,,,
,,167.75,-0.3700,4801.0752,-0.3700,96,,,,,,,,,,,,,,,
,,168.30,-1.1600,4821.4805,-1.1600,96,,,,,,,,,,,,,,,
,,168.85,-0.3200,4842.2935,-0.3200,97,,,,,,,,,,,,,,,
,,169.40,0.6700,4862.7271,0.6700,97,,,,,,,,,,,,,,,
,,169.95,0.2500,4882.1065,0.2500,98,,,,,,,,,,,,,,,
,,170.50,-0.1600,4901.3989,-0.1600,98,,,,,,,,,,,,,,,
,,171.05,-0.0300,4920.3257,-0.0300,98,,,,,,,,,,,,,,,
,,171.60,0.3700,4939.1108,0.3700,99,,,,,,,,,,,,,,,
,,172.15,0.9800,4958.2412,0.9800,99,,,,,,,,,,,,,,,
,,172.70,-0.5000,4977.5581,-0.5000,100,,,,,,,,,,,,,,,
,,173.25,-0.6600,4997.4116,-0.6600,100,,,,,,,,,,,,,,,
,,173.80,-0.3200,5017.6314,-0.3200,100,,,,,,,,,,,,,,,
,,174.35,-0.2900,5037.2773,-0.2900,101,,,,,,,,,,,,,,,
,,174.90,0.3600,5056.9209,0.3600,101,,,,,,,,,,,,,,,
,,175.45,-0.9500,5077.1558,-0.9500,102,,,,,,,,,,,,,,,
,,176.00,-0.2400,5097.2432,-0.2400,102,,,,,,,,,,,,,,,
,,176.55,-0.1300,5117.6563,-0.1300,102,,,,,,,,,,,,,,,
,,177.10,0.2500,5136.6567,0.2500,103,,,,,,,,,,,,,,,
,,177.65,0.5600,5156.0054,0.5600,103,,,,,,,,,,,,,,,
,,178.20,0.5800,5174.8189,0.5800,103,,,,,,,,,,,,,,,
,,178.75,0.2600,5193.4004,0.2600,104,,,,,,,,,,,,,,,
,,179.30,-0.4700,5212.3237,-0.4700,104,,,,,,,,,,,,,,,
,,179.85,-0.1700,5232.3565,-0.1700,105,,,,,,,,,,,,,,,
,,180.40,-1.3800,5253.0806,-1.3800,105,,,,,,,,,,,,,,,
,,180.95,-0.2600,5273.0352,-0.2600,105,,,,,,,,,,,,,,,
,,181.50,0.6900,5292.7549,0.6900,106,,,,,,,,,,,,,,,
,,182.05,-0.2100,5312.1133,-0.2100,106,,,,,,,,,,,,,,,
,,182.60,0.6800,5331.5127,0.6800,107,,,,,,,,,,,,,,,
,,183.15,-0.2600,5350.5161,-0.2600,107,,,,,,,,,,,,,,,
,,183.70,0.0300,5369.9419,0.0300,107,,,,,,,,,,,,,,,
,,184.25,0.5400,5389.1777,0.5400,108,,,,,,,,,,,,,,,
,,184.80,-2.1400,5408.7603,-2.1400,108,,,,,,,,,,,,,,,
,,185.35,-1.0800,5430.2212,-1.0800,109,,,,,,,,,,,,,,,
,,185.90,-1.2800,5452.7700,-1.2800,109,,,,,,,,,,,,,,,
,,186.45,-0.0600,5474.1074,-0.0600,109,,,,,,,,,,,,,,,
,,187.00,-1.3000,5495.1440,-1.3000,110,,,,,,,,,,,,,,,
,,187.55,-2.1900,5516.0698,-2.1900,110,,,,,,,,,,,,,,,
,,188.10,-0.8200,5538.5630,-0.8200,111,,,,,,,,,,,,,,,
,,188.65,0.0000,5560.6431,0.0000,111,,,,,,,,,,,,,,,
,,189.20,1.2300,5579.5249,1.2300,112,,,,,,,,,,,,,,,
,,189.75,-0.2600,5597.9336,-0.2600,112,,,,,,,,,,,,,,,
,,190.30,0.1000,5617.1460,0.1000,112,,,,,,,,,,,,,,,
,,190.85,-0.7500,5636.8438,-0.7500,113,,,,,,,,,,,,,,,
,,191.40,-0.1000,5656.9023,-0.1000,113,,,,,,,,,,,,,,,
,,191.95,-0.2400,5676.6777,-0.2400,114,,,,,,,,,,,,,,,
,,192.50,-0.9700,5696.8228,-0.9700,114,,,,,,,,,,,,,,,
,,193.05,0.5700,5716.8325,0.5700,114,,,,,,,,,,,,,,,
,,193.60,-0.7700,5736.2915,-0.7700,115,,,,,,,,,,,,,,,
,,194.15,1.3800,5756.1074,1.3800,115,,,,,,,,,,,,,,,
,,194.70,-0.7200,5774.4590,-0.7200,115,,,,,,,,,,,,,,,
,,195.25,0.9100,5793.0313,0.9100,116,,,,,,,,,,,,,,,
,,195.80,1.0100,5811.4170,1.0100,116,,,,,,,,,,,,,,,
,,196.35,-0.9800,5830.5479,-0.9800,117,,,,,,,,,,,,,,,
,,196.90,0.2900,5849.6753,0.2900,117,,,,,,,,,,,,,,,
,,197.45,0.5700,5868.1050,0.5700,117,,,,,,,,,,,,,,,
