283.715	6.631	262.9	0.5
285.965	6.713	258.1	1.4
288.165	6.792	257.6	0.9
292.000	6.930	262.3	0.9
294.745	7.031	263.0	0.7
297.515	7.132	260.7	0.6
299.715	7.211	258.4	0.8
303.000	7.328	260.1	0.6
305.745	7.424	260.4	0.4
308.515	7.521	259.7	0.9
311.260	7.617	259.2	0.7
313.995	7.714	260.8	1.4
316.745	7.813	259.6	0.5
319.515	7.915	259.3	0.9
322.265	8.017	258.3	1.2
325.000	8.118	261.3	0.9
326.545	8.174	260.7	0.4
330.500	8.315	261.8	1.0
333.265	8.412	259.0	1.1
336.015	8.508	260.9	0.7
338.645	8.599	260.4	0.6
341.500	8.697	259.3	1.0
343.715	8.772	262.0	0.8
347.015	8.883	263.7	1.2
349.745	8.974	263.8	0.8
352.580	9.067	265.2	0.9
355.815	9.171	260.6	1.7
357.465	9.224	260.9	0.6
360.195	9.310	263.0	0.4
362.980	9.399	263.8	1.2
369.545	9.604	264.4	0.4
371.230	9.657	264.2	0.9
375.045	9.776	264.0	0.3
377.265	9.846	263.4	0.1
379.995	9.931	265.7	0.5
382.215	10.001	264.9	0.4
385.125	10.093	267.5	0.4
388.225	10.192	266.9	0.6
390.445	10.263	266.0	1.1
393.780	10.370	265.1	1.6
396.495	10.458	267.6	0.7
399.280	10.550	264.8	0.6
401.995	10.640	264.8	0.4
404.185	10.712	265.0	0.8
404.780	10.732	265.3	0.4
406.385	10.785	264.4	1.5
407.495	10.822	264.1	0.7
409.700	10.896	264.2	1.1
411.380	10.952	264.5	0.4
413.030	11.008	264.0	0.5
414.750	11.066	263.0	1.3
415.730	11.099	265.2	0.8
417.065	11.144	258.8	0.7
418.530	11.195	260.8	0.5
420.485	11.263	255.4	0.3
421.795	11.310	253.9	0.6
422.900	11.349	253.8	0.8
426.100	11.468	250.7	1.1
427.330	11.515	249.7	0.4
428.300	11.554	251.1	0.3
429.495	11.602	250.7	0.9
431.730	11.695	245.3	1.1
433.785	11.784	245.3	0.6
434.995	11.838	246.6	0.5
437.230	11.941	243.2	0.4
438.850	12.017	240.3	0.3
443.795	12.258	237.5	0.5
446.030	12.372	237.6	0.6
448.745	12.511	234.2	0.3
450.980	12.625	238.3	1.1
454.245	12.789	237.3	0.5
457.030	12.927	237.9	0.2
459.895	13.068	237.6	0.6
463.630	13.252	236.4	0.9
465.245	13.332	239.2	0.5
467.450	13.440	238.6	0.6
470.195	13.574	238.6	0.3
473.055	13.711	239.1	0.4
479.705	14.022	228.5	0.6
484.100	14.230	228.4	0.7
487.245	14.387	226.1	0.6
490.030	14.532	225.2	0.5
492.195	14.647	224.5	0.6
496.070	14.855	222.0	0.8
499.345	15.037	221.0	0.8
501.580	15.166	220.9	0.5
504.195	15.323	219.4	0.6
506.530	15.466	214.0	0.8
509.245	15.637	207.5	0.9
512.030	15.818	207.7	0.5
514.745	16.002	202.9	0.7
517.530	16.199	200.8	1.0
520.245	16.400	195.2	0.3
523.030	16.616	193.9	0.5
526.295	16.883	191.0	0.5
528.530	17.073	188.5	0.7
531.245	17.311	188.5	0.7
532.930	17.463	189.2	0.4
536.745	17.815	187.0	0.2
539.530	18.074	188.6	0.5
542.900	18.391	189.4	0.4
543.345	18.433	192.3	0.6
543.930	18.487	188.3	0.6
548.845	18.948	188.7	0.2
550.510	19.104	188.8	0.5
553.245	19.360	190.0	0.8
556.030	19.621	188.0	0.9
557.890	19.795	188.2	0.7
558.195	19.824	195.0	0.7
561.530	20.137	187.8	0.4
564.260	20.390	186.9	0.3
567.030	20.646	186.5	0.3
569.745	20.897	184.7	1.2
572.530	21.156	186.1	0.4
576.325	21.511	185.7	1.3
578.105	21.676	184.4	0.8
